question,context,answer
Trường Đại học Bách khoa Hà Nội (ĐH BKHN) được Bác Hồ về năm những năm nào ?,"3 LẦN ĐƯỢC ĐÓN BÁC HỒ VỀ THĂM.Mùng 1 Tết Mậu Tuất 1958, Bác về thăm Trường ĐH BKHN lần đầu tiên. Ngày 17/6/1960, Bác về thăm lần thứ 2 cùng Đoàn đại biểu chính phủ Anbani. Ngày 11/3/1962, Bác đến thăm Trường lần thứ 3 cùng đoàn đại biểu Lào do nhà Vua dẫn dầu","Trường Đại học Bách khoa Hà Nội (ĐH BKHN) được Bác Hồ về thăm vào các năm 1958, 1960 và 1962."
Trường Đại học Bách khoa Hà Nội (ĐH BKHN) nhận được những danh hiệu cao quý của nhà nước nào ? ,"CÁC DANH HIỆU CAO QUÝ CỦA NHÀ NƯỚC.Tháng  8/2000,  Trường đón nhận danh hiệu Anh hùng  lao  động  trong thời kỳ đổi mới. Ngày 15/10/2001, vinh dự được Nhà nước trao tặng  Huân  chương  Hồ Chí Minh. Tháng  4/2006,  đón nhận  danh  hiệu  Anh hùng lực lượng vũ trang nhân dân. Tháng  10/2016,  đón nhận Huân chương Hồ Chí Minh lần 2","Trường Đại học Bách khoa Hà Nội (ĐH BKHN) nhận được các danh hiệu cao quý của nhà nước gồm danh hiệu Anh hùng lao động trong thời kỳ đổi mới, Huân chương Hồ Chí Minh, danh hiệu Anh hùng lực lượng vũ trang nhân dân, và Huân chương Hồ Chí Minh lần 2."
Vào năm 2016 thì Trường Đại học Bách khoa Hà Nội (ĐH BKHN) nhận được danh hiệu gì,"CÁC DANH HIỆU CAO QUÝ CỦA NHÀ NƯỚC.Tháng  8/2000,  Trường đón nhận danh hiệu Anh hùng  lao  động  trong thời kỳ đổi mới. Ngày 15/10/2001, vinh dự được Nhà nước trao tặng  Huân  chương  Hồ Chí Minh. Tháng  4/2006,  đón nhận  danh  hiệu  Anh hùng lực lượng vũ trang nhân dân. Tháng  10/2016,  đón nhận Huân chương Hồ Chí Minh lần 2","Vào năm 2016, Trường Đại học Bách khoa Hà Nội (ĐH BKHN) nhận được Huân chương Hồ Chí Minh lần 2."
Tổng số danh hiệu cao quý của nhà nước mà Trường Đại học Bách khoa Hà Nội (ĐH BKHN) nhận được là bao nhiêu ? ,"CÁC DANH HIỆU CAO QUÝ CỦA NHÀ NƯỚC.Tháng  8/2000,  Trường đón nhận danh hiệu Anh hùng  lao  động  trong thời kỳ đổi mới. Ngày 15/10/2001, vinh dự được Nhà nước trao tặng  Huân  chương  Hồ Chí Minh. Tháng  4/2006,  đón nhận  danh  hiệu  Anh hùng lực lượng vũ trang nhân dân. Tháng  10/2016,  đón nhận Huân chương Hồ Chí Minh lần 2",Tổng số danh hiệu cao quý của nhà nước mà Trường Đại học Bách khoa Hà Nội (ĐH BKHN) nhận được là bốn.
Trường Đại học Bách khoa Hà Nội (ĐH BKHN) trong năm 2014 được tổ chức URAP công nhận là gì? ,"CHỨNG NHẬN & XẾP HẠNG.Năm 2014, được tổ chức URAP công nhận là đơn vị đứng đầu trong các trường đại học ở Việt Nam dựa trên các tiêu chí đánh giá năng lực hoạt động nghiên cứu khoa học. Năm 2017, Trường được công nhận đạt chuẩn kiểm định chất lượng quốc tế HCERES (Chuẩn kiểm định châu Âu). Đứng đầu trong số các trường đại học Việt Nam trong bảng xếp hạng, đánh giá khoa học hàng đầu thế giới SCImago từ 2015 đến 2018. Đứng đầu trong số các trường đại học thuộc Bộ GD&ĐT trong bảng xếp hạng của tổ chức QS châu Á năm 2018","Trong năm 2014, Trường Đại học Bách khoa Hà Nội (ĐH BKHN) được tổ chức URAP công nhận là đơn vị đứng đầu trong các trường đại học ở Việt Nam dựa trên các tiêu chí đánh giá năng lực hoạt động nghiên cứu khoa học."
"Năm 2014, trường được tổ chức URAP công nhận là đơn vị đứng đầu trong các trường đại học ở Việt Nam dựa trên các tiêu chí như thế nào ? ","CHỨNG NHẬN & XẾP HẠNG.Năm 2014, được tổ chức URAP công nhận là đơn vị đứng đầu trong các trường đại học ở Việt Nam dựa trên các tiêu chí đánh giá năng lực hoạt động nghiên cứu khoa học. Năm 2017, Trường được công nhận đạt chuẩn kiểm định chất lượng quốc tế HCERES (Chuẩn kiểm định châu Âu). Đứng đầu trong số các trường đại học Việt Nam trong bảng xếp hạng, đánh giá khoa học hàng đầu thế giới SCImago từ 2015 đến 2018. Đứng đầu trong số các trường đại học thuộc Bộ GD&ĐT trong bảng xếp hạng của tổ chức QS châu Á năm 2018","Năm 2014, trường được tổ chức URAP công nhận là đơn vị đứng đầu trong các trường đại học ở Việt Nam dựa trên các tiêu chí đánh giá năng lực hoạt động nghiên cứu khoa học."
Trường Đại học Bách khoa Hà Nội (ĐH BKHN) được xếp hàng bao nhiêu  trong số các trường đại học thuộc Bộ GD&ĐT trong bảng xếp hạng của tổ chức QS châu Á,"CHỨNG NHẬN & XẾP HẠNG.Năm 2014, được tổ chức URAP công nhận là đơn vị đứng đầu trong các trường đại học ở Việt Nam dựa trên các tiêu chí đánh giá năng lực hoạt động nghiên cứu khoa học. Năm 2017, Trường được công nhận đạt chuẩn kiểm định chất lượng quốc tế HCERES (Chuẩn kiểm định châu Âu). Đứng đầu trong số các trường đại học Việt Nam trong bảng xếp hạng, đánh giá khoa học hàng đầu thế giới SCImago từ 2015 đến 2018. Đứng đầu trong số các trường đại học thuộc Bộ GD&ĐT trong bảng xếp hạng của tổ chức QS châu Á năm 2018",Trường Đại học Bách khoa Hà Nội (ĐH BKHN) đứng đầu trong số các trường đại học thuộc Bộ GD&ĐT trong bảng xếp hạng của tổ chức QS châu Á năm 2018.
Trường được công nhận đạt chuẩn kiểm định chất lượng quốc tế HCERES năm bao nhiêu ?,"CHỨNG NHẬN & XẾP HẠNG.Năm 2014, được tổ chức URAP công nhận là đơn vị đứng đầu trong các trường đại học ở Việt Nam dựa trên các tiêu chí đánh giá năng lực hoạt động nghiên cứu khoa học. Năm 2017, Trường được công nhận đạt chuẩn kiểm định chất lượng quốc tế HCERES (Chuẩn kiểm định châu Âu). Đứng đầu trong số các trường đại học Việt Nam trong bảng xếp hạng, đánh giá khoa học hàng đầu thế giới SCImago từ 2015 đến 2018. Đứng đầu trong số các trường đại học thuộc Bộ GD&ĐT trong bảng xếp hạng của tổ chức QS châu Á năm 2018",Trường được công nhận đạt chuẩn kiểm định chất lượng quốc tế HCERES năm 2017.
Tổng diện tích toàn trường là bao nhiêu ?,Thông tin về cơ sở vật chất .Tổng diện tích toàn trường là : 26 ha bao gồm 495 phòng học và phòng thí nghiệm,Tổng diện tích toàn trường là 26 ha.
Tổng số lượng phòng học và phòng thí nghiệm là bao nhiêu,Thông tin về cơ sở vật chất .Tổng diện tích toàn trường là : 26 ha bao gồm 495 phòng học và phòng thí nghiệm,Tổng số lượng phòng học và phòng thí nghiệm là 495 phòng.
Thông tin về đội ngũ giảng viên ở trường như thế nào ?,"Thông tin về giảng viên, sinh viên..Trường có tổng 234 Giáo sư, Phó giáo sư và 814 Tiến sĩ.  31,845 sinh viên đại học chính quy và 1,272 học viên sau đại học.","Thông tin về đội ngũ giảng viên ở trường bao gồm 234 Giáo sư, Phó giáo sư và 814 Tiến sĩ."
Trường có bao nhiêu sinh viên chính quy và học viên sau đại học đang theo học.,"Thông tin về giảng viên, sinh viên..Trường có tổng 234 Giáo sư, Phó giáo sư và 814 Tiến sĩ.  31,845 sinh viên đại học chính quy và 1,272 học viên sau đại học.","Trường có tổng cộng 33,117 sinh viên chính quy và học viên sau đại học đang theo học."
Những quy định chung nào mà sinh viên cần lưu ý khi tới trường ?,"QUY ĐỊNH SINH VIÊN CẦN LƯU Ý.Sinh viên đến trường phải mang theo thẻ sinh viên, trang phục gọn gàng phù hợp với văn hóa Việt Nam và sự nghiêm túc của trường đại học. Trường hợp đi xe đạp, xe máy, ô tô vào trường phải lưu ý giảm tốc độ, thận trọng quan sát xung quanh và gửi xe đúng nơi quy định. Xe taxi không được vào trường. Không được tự ý mang tài sản của trường ra ngoài khuôn viên trường. Sau 18h00 hàng ngày, không được tự ý tụ tập ở các khu vực công cộng thuộc khuôn viên của trường. Mọi hoạt động văn hoá, văn nghệ, thể dục, thể thao tổ chức trong trường phải được sự đồng ý cho phép bằng văn bản của Nhà trường. Sinh viên vi phạm sẽ bị kỷ luật từ cảnh cáo đến buộc thôi học.","Sinh viên cần lưu ý mang theo thẻ sinh viên, trang phục gọn gàng phù hợp với văn hóa Việt Nam và sự nghiêm túc của trường đại học, giảm tốc độ và gửi xe đúng nơi quy định nếu đi xe đạp, xe máy, ô tô, không tự ý mang tài sản của trường ra ngoài khuôn viên, không tụ tập ở các khu vực công cộng sau 18h00, và mọi hoạt động văn hóa, văn nghệ, thể dục, thể thao phải được sự đồng ý bằng văn bản của Nhà trường."
Sinh viên có bắt buộc phải đeo thẻ sinh viên khi tới trường không ?,"QUY ĐỊNH SINH VIÊN CẦN LƯU Ý.Sinh viên đến trường phải mang theo thẻ sinh viên, trang phục gọn gàng phù hợp với văn hóa Việt Nam và sự nghiêm túc của trường đại học. Trường hợp đi xe đạp, xe máy, ô tô vào trường phải lưu ý giảm tốc độ, thận trọng quan sát xung quanh và gửi xe đúng nơi quy định. Xe taxi không được vào trường. Không được tự ý mang tài sản của trường ra ngoài khuôn viên trường. Sau 18h00 hàng ngày, không được tự ý tụ tập ở các khu vực công cộng thuộc khuôn viên của trường. Mọi hoạt động văn hoá, văn nghệ, thể dục, thể thao tổ chức trong trường phải được sự đồng ý cho phép bằng văn bản của Nhà trường. Sinh viên vi phạm sẽ bị kỷ luật từ cảnh cáo đến buộc thôi học.",Sinh viên bắt buộc phải đeo thẻ sinh viên khi tới trường.
Xe taxi có được đi vào trường hay không ?,"QUY ĐỊNH SINH VIÊN CẦN LƯU Ý.Sinh viên đến trường phải mang theo thẻ sinh viên, trang phục gọn gàng phù hợp với văn hóa Việt Nam và sự nghiêm túc của trường đại học. Trường hợp đi xe đạp, xe máy, ô tô vào trường phải lưu ý giảm tốc độ, thận trọng quan sát xung quanh và gửi xe đúng nơi quy định. Xe taxi không được vào trường. Không được tự ý mang tài sản của trường ra ngoài khuôn viên trường. Sau 18h00 hàng ngày, không được tự ý tụ tập ở các khu vực công cộng thuộc khuôn viên của trường. Mọi hoạt động văn hoá, văn nghệ, thể dục, thể thao tổ chức trong trường phải được sự đồng ý cho phép bằng văn bản của Nhà trường. Sinh viên vi phạm sẽ bị kỷ luật từ cảnh cáo đến buộc thôi học.",Xe taxi không được đi vào trường.
Các thông tin liên quan đến công tác đào tạo bao gồm những gì? ,"LIÊN QUAN ĐẾN CÔNG TÁC ĐÀO TẠO.Sinh viên tra cứu tại cổng thông tin sinh viên, website của Trường, Viện đào tạo, liên hệ với Phòng Đào tạo, văn phòng Trường, Viện đào tạo hoặc liên hệ với cố vấn học tập và quản lý lớp sinh viên. Quy chế đào tạo chính quy của nhà trường. Quy  định  về  chuẩn  trình  độ  và  chuẩn ngoại ngữ đầu ra các khóa, các chương trình đào tạo. Quy định về học phí các khóa, các chương trình đào tạo . Thông tin về chương trình đào tạo Thông tin về thời khóa biểu, lịch thi. Thông tin về kết quả học tập .Đăng ký học tập. Thông tin về học phí, công nợ . Thông tin về đồ án tốt nghiệp và xét tốt nghiệp. Các biểu mẫu về học tập. Hướng dẫn gửi câu hỏi thắc mắc đến Phòng Đào tạo","Các thông tin liên quan đến công tác đào tạo bao gồm quy chế đào tạo chính quy, quy định về chuẩn trình độ và chuẩn ngoại ngữ đầu ra, quy định về học phí, thông tin về chương trình đào tạo, thời khóa biểu, lịch thi, kết quả học tập, đăng ký học tập, thông tin về học phí và công nợ, đồ án tốt nghiệp và xét tốt nghiệp, các biểu mẫu về học tập, và hướng dẫn gửi câu hỏi thắc mắc đến Phòng Đào tạo."
Các thông tin liên quan đến công tác sinh viên bao gồm những gì?,"LIÊN QUAN ĐẾN CÔNG TÁC SINH VIÊN: .Sinh viên tra cứu trên cổng thông tin ĐHBKHN, cổng thông tin công tác sinh viên, liên hệ với Phòng Công tác sinh viên, văn phòng Trường, Viện chuyên môn hoặc liên hệ với cố vấn học tập và quản lý lớp sinh viên. Đăng ký và hỏi đáp các thủ tục hành chính Quy định về việc xét cấp học bổng khuyến khích học tập của nhà trường. Thông tin về bảo hiểm y tế dành cho sinh viên . Thông tin về các hoạt động ngoại khóa, clb sinh viên. Thông tin về các hoạt động hướng nghiệp và tuyển dụng cho sinh viên. Đánh giá điểm rèn luyện sinh viên. Hướng  dẫn  thủ  tục  giải  quyết  chế  độ chính sách. Thông tin về các hoạt động sinh hoạt công dân. Thông tin về học bổng tài trợ dành cho sinh viên. Thông tin về các hoạt động hỗ trợ học tập, tư vấn tâm lý sinh viên. Đăng ký dịch vụ sinh viên (KTX, vé xe,...). ","Các thông tin liên quan đến công tác sinh viên bao gồm việc tra cứu trên cổng thông tin ĐHBKHN, cổng thông tin công tác sinh viên, liên hệ với Phòng Công tác sinh viên, văn phòng Trường, Viện chuyên môn hoặc cố vấn học tập và quản lý lớp sinh viên, đăng ký và hỏi đáp các thủ tục hành chính, quy định về việc xét cấp học bổng khuyến khích học tập, thông tin về bảo hiểm y tế, các hoạt động ngoại khóa, câu lạc bộ sinh viên, hoạt động hướng nghiệp và tuyển dụng, đánh giá điểm rèn luyện, hướng dẫn thủ tục giải quyết chế độ chính sách, các hoạt động sinh hoạt công dân, học bổng tài trợ, các hoạt động hỗ trợ học tập, tư vấn tâm lý và đăng ký dịch vụ sinh viên như ký túc xá và vé xe."
Các chương trình đào tạo được tổ chức theo mô hình nào ?,"Mô hình và chương trình đào tạo tích hợp hệ chính quy.Các chương trình đào tạo được tổ chức theo mô hình 4+1,5 (tổng thời gian đào tạo là 5,5 năm đối với người học cùng ngành và theo tiến độ chuẩn).","Các chương trình đào tạo được tổ chức theo mô hình 4+1,5."
Với chương trình tích hợp cử nhân - kỹ sư thì người học sẽ được nhận những bằng nào?,"CHƯƠNG TRÌNH TÍCH HỢP CỬ NHÂN - KỸ SƯ.Cấp bằng củ nhân và bằng kỹ sư cho người tốt nghiệp. Các chương trình đào tạo kỹ sư sẽ được xây dựng theo hướng chuyên sâu nghề nghiệp với chuẩn chương trình về đầu vào, đầu ra và khối lượng kiến thức, đảm bảo tương đương với trình độ thạc sĩ và đạt bậc 7 theo khung trình độ quốc gia. Với khối lượng kiến thức toàn khoá tối thiểu là 180 tín chỉ và chất lượng đào tạo được chuẩn hoá, người tốt nghiệp có thể học chuyển đổi kiến thức qua lại giữa văn bằng kỹ sư và thạc sĩ. Theo đó, nếu sinh viên học chương trình 4 năm sẽ nhận được bằng tốt nghiệp cử nhân; sau đó nếu học tiếp 1,5 năm theo chương trình kỹ sư tích hợp thì sẽ được cấp bằng tốt nghiệp trình độ kỹ sư. Chương trình tích hợp cử nhân – kỹ sư được phát triển với mục đích nâng cao chất lượng của các chương trình đào tạo kỹ sư truyền thống của ĐHBK Hà Nội. Đảm bảo mục tiêu đào tạo trình độ đào tạo kỹ sư theo hướng nghề nghiệp chuyên sâu, kết hợp hài hòa giữa kiến thức hiện đại và các kỹ năng cốt lõi. ",Với chương trình tích hợp cử nhân - kỹ sư thì người học sẽ được nhận bằng cử nhân và bằng kỹ sư.
Chương trình tích hợp cử nhân - kỹ sư có tương đương với trình độ thạc sĩ không?,"CHƯƠNG TRÌNH TÍCH HỢP CỬ NHÂN - KỸ SƯ.Cấp bằng củ nhân và bằng kỹ sư cho người tốt nghiệp. Các chương trình đào tạo kỹ sư sẽ được xây dựng theo hướng chuyên sâu nghề nghiệp với chuẩn chương trình về đầu vào, đầu ra và khối lượng kiến thức, đảm bảo tương đương với trình độ thạc sĩ và đạt bậc 7 theo khung trình độ quốc gia. Với khối lượng kiến thức toàn khoá tối thiểu là 180 tín chỉ và chất lượng đào tạo được chuẩn hoá, người tốt nghiệp có thể học chuyển đổi kiến thức qua lại giữa văn bằng kỹ sư và thạc sĩ. Theo đó, nếu sinh viên học chương trình 4 năm sẽ nhận được bằng tốt nghiệp cử nhân; sau đó nếu học tiếp 1,5 năm theo chương trình kỹ sư tích hợp thì sẽ được cấp bằng tốt nghiệp trình độ kỹ sư. Chương trình tích hợp cử nhân – kỹ sư được phát triển với mục đích nâng cao chất lượng của các chương trình đào tạo kỹ sư truyền thống của ĐHBK Hà Nội. Đảm bảo mục tiêu đào tạo trình độ đào tạo kỹ sư theo hướng nghề nghiệp chuyên sâu, kết hợp hài hòa giữa kiến thức hiện đại và các kỹ năng cốt lõi. ",Chương trình tích hợp cử nhân - kỹ sư có tương đương với trình độ thạc sĩ.
Số tín chỉ tối thiểu của Chương trình tích hợp cử nhân - kỹ sư là bao nhiêu ? ,"CHƯƠNG TRÌNH TÍCH HỢP CỬ NHÂN - KỸ SƯ.Cấp bằng củ nhân và bằng kỹ sư cho người tốt nghiệp. Các chương trình đào tạo kỹ sư sẽ được xây dựng theo hướng chuyên sâu nghề nghiệp với chuẩn chương trình về đầu vào, đầu ra và khối lượng kiến thức, đảm bảo tương đương với trình độ thạc sĩ và đạt bậc 7 theo khung trình độ quốc gia. Với khối lượng kiến thức toàn khoá tối thiểu là 180 tín chỉ và chất lượng đào tạo được chuẩn hoá, người tốt nghiệp có thể học chuyển đổi kiến thức qua lại giữa văn bằng kỹ sư và thạc sĩ. Theo đó, nếu sinh viên học chương trình 4 năm sẽ nhận được bằng tốt nghiệp cử nhân; sau đó nếu học tiếp 1,5 năm theo chương trình kỹ sư tích hợp thì sẽ được cấp bằng tốt nghiệp trình độ kỹ sư. Chương trình tích hợp cử nhân – kỹ sư được phát triển với mục đích nâng cao chất lượng của các chương trình đào tạo kỹ sư truyền thống của ĐHBK Hà Nội. Đảm bảo mục tiêu đào tạo trình độ đào tạo kỹ sư theo hướng nghề nghiệp chuyên sâu, kết hợp hài hòa giữa kiến thức hiện đại và các kỹ năng cốt lõi. ",Số tín chỉ tối thiểu của Chương trình tích hợp cử nhân - kỹ sư là 180 tín chỉ.
Đối với chương trình tích hợp cử nhân-thạc sĩ thì từ cử nhân sẽ phải học thêm bao nhiêu năm để nhận bằng thạc sĩ?,"CHƯƠNG TRÌNH TÍCH HỢP CỬ NHÂN - THẠC SĨ KHOA HỌC.Cấp bằng cử nhân và bằng thạc sĩ cho người tốt nghiệp. Sinh viên theo học chương trình tích hợp cử nhân - thạc sĩ sẽ học chương trình 4 năm và được nhận được bằng tốt nghiệp cử nhân; sau đó nếu học tiếp 1,5 năm theo chương trình thạc sĩ tích hợp sẽ được cấp bằng tốt nghiệp thạc sĩ. Mục tiêu của chương trình là đào tạo nguồn nhân lực có trình độ cao, năng lực nghiên cứu, đổi mới sáng tạo trong khoa học công nghệ.","Đối với chương trình tích hợp cử nhân-thạc sĩ thì từ cử nhân sẽ phải học thêm 1,5 năm để nhận bằng thạc sĩ."
Để lập được kế hoạch học tập toàn khóa thì cần phải chuẩn bị những gì ?,"LẬP KẾ HOẠCH HỌC TẬP TOÀN KHÓA.THIẾT LẬP KẾ HOẠCH HỌC TẬP TOÀN KHÓA PHÙ HỢP VỚI: Mục tiêu học tập, Các nguồn lực và điều kiện của bản thân, Tối ưu thời gian hoàn thành chương trình học tập. CẦN PHẢI NẮM VỮNG CHƯƠNG TRÌNH ĐÀO TẠO: Các thông tin chung: Trình độ khi tốt nghiệp; điều kiện tốt nghiệp; mục tiêu đào tạo; chuẩn kiến thức, kỹ năng người tốt nghiệp; khối lượng kiến thức lý thuyết, thực hành, thực tập; kế hoạch đào tạo chuẩn; hình thức đào tạo; cách xếp hạng kết quả học tập. Các thông tin chi tiết: Khối học phần đại cương/cơ sở ngành bắt buộc/tự chọn/ bổ trợ...., điều kiện học tích hợp lên các bậc cao hơn..., điều kiện mỗi học phần và cách đánh giá, các chứng chỉ cần hoàn thành ","Để lập được kế hoạch học tập toàn khóa thì cần phải chuẩn bị các thông tin về mục tiêu học tập, các nguồn lực và điều kiện của bản thân, tối ưu thời gian hoàn thành chương trình học tập, nắm vững chương trình đào tạo bao gồm các thông tin chung và chi tiết về các học phần, điều kiện học tích hợp, điều kiện mỗi học phần và cách đánh giá, cũng như các chứng chỉ cần hoàn thành."
Làm sao để lập kế hoạch học tập từng kỳ cho tốt ?,"LẬP KẾ HOẠCH HỌC TẬP TỪNG KỲ.NẮM RÕ CÁC ĐIỀU KIỆN HỌC PHẦN ĐỂ LÊN KẾ HOẠCH ĐĂNG KÝ : Học phần học trước, song hành, tiên quyết. Cần lưu ý tới các học phần chỉ mở 1 lần/ 1 năm. ĐĂNG KÝ HỌC PHẦN : Nhà trường lập kế hoạch mở lớp theo ưu tiên đăng ký các môn bắt buộc trước . Với các môn tự chọn: tự lựa chọn theo mong muốn. Các học phần chưa đạt: cần nhanh chóng đăng ký học lại. Tham khảo ý kiến tư vấn của cố vấn học tập, thầy cô, các sinh viên khóa trước một cách có chọn lọc. Các học phần học vượt: cần đăng ký với các khóa trước. Các học phần thay thế tương đương: cần nhanh chóng hoàn thành. Chủ động đăng ký học phần có giảng viên mong muốn.","Để lập kế hoạch học tập từng kỳ cho tốt, bạn cần nắm rõ các điều kiện học phần, lưu ý các học phần chỉ mở một lần mỗi năm, ưu tiên đăng ký các môn bắt buộc trước, tham khảo ý kiến tư vấn của cố vấn học tập và các sinh viên khóa trước, và chủ động đăng ký học phần với giảng viên mong muốn."
Để lập thời gian biểu 1 cách chi tiết thì cần phải chuẩn bị những gì ?,"THỰC HIỆN KẾ HOẠCH HỌC TẬP - LẬP THỜI GIAN BIỂU CHI TIẾT.Cần bao nhiêu thời gian để tự học .Lập lịch trình .Lên kế hoạch chi tiết theo ngày .Nếu lịch trình bận rộn thì cần linh hoạt, sáng tạo","Để lập thời gian biểu một cách chi tiết, cần phải chuẩn bị danh sách các nhiệm vụ cần hoàn thành, xác định thời gian cụ thể cho từng nhiệm vụ, và dự phòng thời gian linh hoạt cho các tình huống phát sinh."
Để đảm bảo điều kiện học tập thì cần những gì?,THỰC HIỆN KẾ HOẠCH HỌC TẬP - ĐẢM BẢO ĐIỀU KIỆN HỌC TẬP.Có đầy đủ giáo trình/sách tham khảo.  Dùng ứng dụng quản lý thời gian,Để đảm bảo điều kiện học tập thì cần có đầy đủ giáo trình/sách tham khảo và sử dụng ứng dụng quản lý thời gian.
Làm thế nào để tự học 1 cách hiệu quả?,"THỰC HIỆN KẾ HOẠCH HỌC TẬP - TẬP TRUNG VÀ TỰ HỌC.Đi học đúng giờ. Tập trung tâm trí cho việc học tập. Đọc trước mô tả học phần/đề cương chi tiết/kế hoạch giảng dạy học phần; Nắm rõ phương pháp kiểm tra đánh giá, trọng số học phần","Để tự học một cách hiệu quả, bạn cần đi học đúng giờ, tập trung tâm trí cho việc học tập, đọc trước mô tả học phần, đề cương chi tiết, kế hoạch giảng dạy học phần, và nắm rõ phương pháp kiểm tra đánh giá cùng trọng số học phần."
Để sắp xếp thời gian 1 cách khoa học thì cần phải đảm bảo các yếu tố nào?,THỰC HIỆN KẾ HOẠCH HỌC TẬP - QUY TẮC SẮP XẾP THỜI GIAN KHOA HỌC.Cần sắp xếp thời gian học tập một cách khoa học: để đạt mục tiêu học tập của kỳ. Khi sắp xếp thời gian phải đảm bảo 4 yếu tố: + Toàn diện + Hợp lý + Nổi bật trọng điểm + Dành khoảng thời gian trống,"Để sắp xếp thời gian một cách khoa học thì cần phải đảm bảo các yếu tố: toàn diện, hợp lý, nổi bật trọng điểm và dành khoảng thời gian trống."
Làm thế nào để có thể tự đánh giá được kết quả bản thân trong thời gian học tại trường ?,THỰC HIỆN KẾ HOẠCH HỌC TẬP - TỰ ĐÁNH GIÁ KẾT QUẢ BẢN THÂN.Tự so sánh kết quả học tập với các bạn trong lớp. Tự đánh giá với kết quả đó và thời gian đã đầu tư cho học tập để kiểm tra lại mục tiêu sau mỗi học kỳ và tránh việc học thừa hoặc thiếu học phần Kiểm tra bảng theo dõi quá trình học tập cá nhân trên ctt.hust.edu.vn để nắm được: tiến độ và kết quả học tập; mức cảnh báo học tập; số tín chỉ nợ; khối lượng còn lại của CTĐT; tình trạng các môn học tương đương hoặc thay thế để xin chuyển điểm tương đương;..,"Để tự đánh giá được kết quả bản thân trong thời gian học tại trường, bạn cần so sánh kết quả học tập của mình với các bạn trong lớp, kiểm tra bảng theo dõi quá trình học tập cá nhân trên ctt.hust.edu.vn để nắm được tiến độ và kết quả học tập, mức cảnh báo học tập, số tín chỉ nợ, khối lượng còn lại của chương trình đào tạo, và tình trạng các môn học tương đương hoặc thay thế."
Các điểm cần lưu ý khi học tập tại trường là gì ?,"CÁC ĐIỂM CẦN LƯU Ý - RÈN KỸ NĂNG XÂY DỰNG LỊCH TRÌNH HỌC TẬP.Thống kê toàn bộ các học phần, số tín chỉ có trong từng học kỳ, năm học, khóa học (theo khung CTĐT) Theo dõi và đánh giá sự tiến bộ so với kế hoạch đề ra nhằm rút ngắn thời gian hoàn thành CTĐT Xác định đăng ký các học phần phù hợp với năng lực và mục tiêu đã đề ra trong từng học kỳ Cân bằng phân bổ thời gian giữa học tập và các hoạt động xã hội, hoạt động tăng cường kỹ năng. HÌNH  THÀNH  KỶ  LUẬT HỌC TẬP:  Rèn luyện tính tự giác khi học, đặc biệt khi học theo hình thức trực tuyến Tuân thủ triệt để kế hoạch học tập đã đề ra Tự rèn luyện bản thân theo kế hoạch học tập Hình thành thói quen học tập hàng ngày, ghi chép bài, nghe giảng đầy đủ. TỰ LẬP BẢNG THEO DÕI QUÁ TRÌNH HỌC TẬP: Tổng hợp các học phần đã đạt và chưa đạt nhằm chủ động đăng ký các kỳ tiếp theo Kiểm tra đối chiếu mục tiêu đã đề ra sau mỗi kỳ học Tổng hợp điểm trung bình các học phần để quyết định đăng ký học cải thiện khi cần thiết Tránh tình trạng học thừa hoặc thiếu các học phần thuộc CTĐT. ĐÁNH  GIÁ  ƯU  ĐIỂM  VÀ HẠN CHẾ CỦA BẢN THÂN: Duy trì việc tự đánh giá sau mỗi học kỳ. Kịp thời nhận biết ưu điểm và hạn chế của bản thân để điều chỉnh kế hoạch học tập phù hợp với mục tiêu đã đề ra.","Các điểm cần lưu ý khi học tập tại trường bao gồm rèn kỹ năng xây dựng lịch trình học tập, hình thành kỷ luật học tập, tự lập bảng theo dõi quá trình học tập, và đánh giá ưu điểm và hạn chế của bản thân."
Khi đánh giá điểm rèn luyện sinh viên thì dựa trên các mặt đánh giá nào?,"ĐIỂM RÈN LUYỆN SINH VIÊN - CÁC MẶT ĐÁNH GIÁ .Ý thức, thái độ học tập và nghiên cứu khoa học. Kết quả hoặc các thành tích đặc biệt trong học tập, rèn luyện của sinh viên. Ý thức và kết quả chấp hành nội quy, quy chế trong Nhà trường. Ý thức và kết quả tham gia các hoạt động chính trị, xã hội, văn hoá, văn nghệ, thể thao,  khoa  học,  hướng  nghiệp,  phòng chống tệ nạn của lớp, các đoàn thể, tổ chức khác trong và ngoài Nhà Trường. Phẩm  chất  công  dân,  trách  nhiệm  và quan hệ với cộng đồng","Khi đánh giá điểm rèn luyện sinh viên thì dựa trên các mặt đánh giá như ý thức, thái độ học tập và nghiên cứu khoa học, kết quả hoặc các thành tích đặc biệt trong học tập, rèn luyện của sinh viên, ý thức và kết quả chấp hành nội quy, quy chế trong Nhà trường, ý thức và kết quả tham gia các hoạt động chính trị, xã hội, văn hoá, văn nghệ, thể thao, khoa học, hướng nghiệp, phòng chống tệ nạn của lớp, các đoàn thể, tổ chức khác trong và ngoài Nhà Trường, phẩm chất công dân, trách nhiệm và quan hệ với cộng đồng."
